experiment,family,language,fold,source,train_file,dev_file,test_file,model_file,prediction_file,tokens,upos,uas,las
mono,Mongolic,Daur,0,Daur,experiments_0616/splits/mono/Mongolic/Daur/fold0/train.conllu,experiments_0616/splits/mono/Mongolic/Daur/fold0/dev.conllu,experiments_0616/splits/mono/Mongolic/Daur/fold0/test.conllu,experiments_0616/models/mono/Mongolic/Daur/fold0/parser.pt,experiments_0616/predictions/mono/Mongolic/Daur/fold0/test_pred.conllu,139,100.00,71.94,61.15
mono,Mongolic,Daur,1,Daur,experiments_0616/splits/mono/Mongolic/Daur/fold1/train.conllu,experiments_0616/splits/mono/Mongolic/Daur/fold1/dev.conllu,experiments_0616/splits/mono/Mongolic/Daur/fold1/test.conllu,experiments_0616/models/mono/Mongolic/Daur/fold1/parser.pt,experiments_0616/predictions/mono/Mongolic/Daur/fold1/test_pred.conllu,136,100.00,66.91,56.62
mono,Mongolic,Daur,2,Daur,experiments_0616/splits/mono/Mongolic/Daur/fold2/train.conllu,experiments_0616/splits/mono/Mongolic/Daur/fold2/dev.conllu,experiments_0616/splits/mono/Mongolic/Daur/fold2/test.conllu,experiments_0616/models/mono/Mongolic/Daur/fold2/parser.pt,experiments_0616/predictions/mono/Mongolic/Daur/fold2/test_pred.conllu,118,100.00,72.88,63.56
mono,Mongolic,Daur,3,Daur,experiments_0616/splits/mono/Mongolic/Daur/fold3/train.conllu,experiments_0616/splits/mono/Mongolic/Daur/fold3/dev.conllu,experiments_0616/splits/mono/Mongolic/Daur/fold3/test.conllu,experiments_0616/models/mono/Mongolic/Daur/fold3/parser.pt,experiments_0616/predictions/mono/Mongolic/Daur/fold3/test_pred.conllu,136,100.00,64.71,51.47
mono,Mongolic,Daur,4,Daur,experiments_0616/splits/mono/Mongolic/Daur/fold4/train.conllu,experiments_0616/splits/mono/Mongolic/Daur/fold4/dev.conllu,experiments_0616/splits/mono/Mongolic/Daur/fold4/test.conllu,experiments_0616/models/mono/Mongolic/Daur/fold4/parser.pt,experiments_0616/predictions/mono/Mongolic/Daur/fold4/test_pred.conllu,133,100.00,66.92,54.14
mono,Mongolic,Kalmyk,0,Kalmyk,experiments_0616/splits/mono/Mongolic/Kalmyk/fold0/train.conllu,experiments_0616/splits/mono/Mongolic/Kalmyk/fold0/dev.conllu,experiments_0616/splits/mono/Mongolic/Kalmyk/fold0/test.conllu,experiments_0616/models/mono/Mongolic/Kalmyk/fold0/parser.pt,experiments_0616/predictions/mono/Mongolic/Kalmyk/fold0/test_pred.conllu,110,100.00,68.18,47.27
mono,Mongolic,Kalmyk,1,Kalmyk,experiments_0616/splits/mono/Mongolic/Kalmyk/fold1/train.conllu,experiments_0616/splits/mono/Mongolic/Kalmyk/fold1/dev.conllu,experiments_0616/splits/mono/Mongolic/Kalmyk/fold1/test.conllu,experiments_0616/models/mono/Mongolic/Kalmyk/fold1/parser.pt,experiments_0616/predictions/mono/Mongolic/Kalmyk/fold1/test_pred.conllu,90,100.00,66.67,52.22
mono,Mongolic,Kalmyk,2,Kalmyk,experiments_0616/splits/mono/Mongolic/Kalmyk/fold2/train.conllu,experiments_0616/splits/mono/Mongolic/Kalmyk/fold2/dev.conllu,experiments_0616/splits/mono/Mongolic/Kalmyk/fold2/test.conllu,experiments_0616/models/mono/Mongolic/Kalmyk/fold2/parser.pt,experiments_0616/predictions/mono/Mongolic/Kalmyk/fold2/test_pred.conllu,92,100.00,63.04,50.00
mono,Mongolic,Kalmyk,3,Kalmyk,experiments_0616/splits/mono/Mongolic/Kalmyk/fold3/train.conllu,experiments_0616/splits/mono/Mongolic/Kalmyk/fold3/dev.conllu,experiments_0616/splits/mono/Mongolic/Kalmyk/fold3/test.conllu,experiments_0616/models/mono/Mongolic/Kalmyk/fold3/parser.pt,experiments_0616/predictions/mono/Mongolic/Kalmyk/fold3/test_pred.conllu,88,100.00,73.86,64.77
mono,Mongolic,Kalmyk,4,Kalmyk,experiments_0616/splits/mono/Mongolic/Kalmyk/fold4/train.conllu,experiments_0616/splits/mono/Mongolic/Kalmyk/fold4/dev.conllu,experiments_0616/splits/mono/Mongolic/Kalmyk/fold4/test.conllu,experiments_0616/models/mono/Mongolic/Kalmyk/fold4/parser.pt,experiments_0616/predictions/mono/Mongolic/Kalmyk/fold4/test_pred.conllu,103,100.00,57.28,35.92
mono,Mongolic,Khalkha,0,Khalkha,experiments_0616/splits/mono/Mongolic/Khalkha/fold0/train.conllu,experiments_0616/splits/mono/Mongolic/Khalkha/fold0/dev.conllu,experiments_0616/splits/mono/Mongolic/Khalkha/fold0/test.conllu,experiments_0616/models/mono/Mongolic/Khalkha/fold0/parser.pt,experiments_0616/predictions/mono/Mongolic/Khalkha/fold0/test_pred.conllu,94,100.00,72.34,59.57
mono,Mongolic,Khalkha,1,Khalkha,experiments_0616/splits/mono/Mongolic/Khalkha/fold1/train.conllu,experiments_0616/splits/mono/Mongolic/Khalkha/fold1/dev.conllu,experiments_0616/splits/mono/Mongolic/Khalkha/fold1/test.conllu,experiments_0616/models/mono/Mongolic/Khalkha/fold1/parser.pt,experiments_0616/predictions/mono/Mongolic/Khalkha/fold1/test_pred.conllu,106,100.00,71.70,59.43
mono,Mongolic,Khalkha,2,Khalkha,experiments_0616/splits/mono/Mongolic/Khalkha/fold2/train.conllu,experiments_0616/splits/mono/Mongolic/Khalkha/fold2/dev.conllu,experiments_0616/splits/mono/Mongolic/Khalkha/fold2/test.conllu,experiments_0616/models/mono/Mongolic/Khalkha/fold2/parser.pt,experiments_0616/predictions/mono/Mongolic/Khalkha/fold2/test_pred.conllu,97,100.00,74.23,65.98
mono,Mongolic,Khalkha,3,Khalkha,experiments_0616/splits/mono/Mongolic/Khalkha/fold3/train.conllu,experiments_0616/splits/mono/Mongolic/Khalkha/fold3/dev.conllu,experiments_0616/splits/mono/Mongolic/Khalkha/fold3/test.conllu,experiments_0616/models/mono/Mongolic/Khalkha/fold3/parser.pt,experiments_0616/predictions/mono/Mongolic/Khalkha/fold3/test_pred.conllu,81,100.00,85.19,71.60
mono,Mongolic,Khalkha,4,Khalkha,experiments_0616/splits/mono/Mongolic/Khalkha/fold4/train.conllu,experiments_0616/splits/mono/Mongolic/Khalkha/fold4/dev.conllu,experiments_0616/splits/mono/Mongolic/Khalkha/fold4/test.conllu,experiments_0616/models/mono/Mongolic/Khalkha/fold4/parser.pt,experiments_0616/predictions/mono/Mongolic/Khalkha/fold4/test_pred.conllu,94,100.00,76.60,64.89
mono,Mongolic,Ordos,0,Ordos,experiments_0616/splits/mono/Mongolic/Ordos/fold0/train.conllu,experiments_0616/splits/mono/Mongolic/Ordos/fold0/dev.conllu,experiments_0616/splits/mono/Mongolic/Ordos/fold0/test.conllu,experiments_0616/models/mono/Mongolic/Ordos/fold0/parser.pt,experiments_0616/predictions/mono/Mongolic/Ordos/fold0/test_pred.conllu,59,100.00,69.49,47.46
mono,Mongolic,Ordos,1,Ordos,experiments_0616/splits/mono/Mongolic/Ordos/fold1/train.conllu,experiments_0616/splits/mono/Mongolic/Ordos/fold1/dev.conllu,experiments_0616/splits/mono/Mongolic/Ordos/fold1/test.conllu,experiments_0616/models/mono/Mongolic/Ordos/fold1/parser.pt,experiments_0616/predictions/mono/Mongolic/Ordos/fold1/test_pred.conllu,55,100.00,70.91,50.91
mono,Mongolic,Ordos,2,Ordos,experiments_0616/splits/mono/Mongolic/Ordos/fold2/train.conllu,experiments_0616/splits/mono/Mongolic/Ordos/fold2/dev.conllu,experiments_0616/splits/mono/Mongolic/Ordos/fold2/test.conllu,experiments_0616/models/mono/Mongolic/Ordos/fold2/parser.pt,experiments_0616/predictions/mono/Mongolic/Ordos/fold2/test_pred.conllu,64,100.00,81.25,54.69
mono,Mongolic,Ordos,3,Ordos,experiments_0616/splits/mono/Mongolic/Ordos/fold3/train.conllu,experiments_0616/splits/mono/Mongolic/Ordos/fold3/dev.conllu,experiments_0616/splits/mono/Mongolic/Ordos/fold3/test.conllu,experiments_0616/models/mono/Mongolic/Ordos/fold3/parser.pt,experiments_0616/predictions/mono/Mongolic/Ordos/fold3/test_pred.conllu,65,100.00,75.38,52.31
mono,Mongolic,Ordos,4,Ordos,experiments_0616/splits/mono/Mongolic/Ordos/fold4/train.conllu,experiments_0616/splits/mono/Mongolic/Ordos/fold4/dev.conllu,experiments_0616/splits/mono/Mongolic/Ordos/fold4/test.conllu,experiments_0616/models/mono/Mongolic/Ordos/fold4/parser.pt,experiments_0616/predictions/mono/Mongolic/Ordos/fold4/test_pred.conllu,54,100.00,74.07,55.56
mono,Mongolic,Tu,0,Tu,experiments_0616/splits/mono/Mongolic/Tu/fold0/train.conllu,experiments_0616/splits/mono/Mongolic/Tu/fold0/dev.conllu,experiments_0616/splits/mono/Mongolic/Tu/fold0/test.conllu,experiments_0616/models/mono/Mongolic/Tu/fold0/parser.pt,experiments_0616/predictions/mono/Mongolic/Tu/fold0/test_pred.conllu,117,100.00,68.38,47.86
mono,Mongolic,Tu,1,Tu,experiments_0616/splits/mono/Mongolic/Tu/fold1/train.conllu,experiments_0616/splits/mono/Mongolic/Tu/fold1/dev.conllu,experiments_0616/splits/mono/Mongolic/Tu/fold1/test.conllu,experiments_0616/models/mono/Mongolic/Tu/fold1/parser.pt,experiments_0616/predictions/mono/Mongolic/Tu/fold1/test_pred.conllu,108,100.00,70.37,55.56
mono,Mongolic,Tu,2,Tu,experiments_0616/splits/mono/Mongolic/Tu/fold2/train.conllu,experiments_0616/splits/mono/Mongolic/Tu/fold2/dev.conllu,experiments_0616/splits/mono/Mongolic/Tu/fold2/test.conllu,experiments_0616/models/mono/Mongolic/Tu/fold2/parser.pt,experiments_0616/predictions/mono/Mongolic/Tu/fold2/test_pred.conllu,136,100.00,63.97,47.06
mono,Mongolic,Tu,3,Tu,experiments_0616/splits/mono/Mongolic/Tu/fold3/train.conllu,experiments_0616/splits/mono/Mongolic/Tu/fold3/dev.conllu,experiments_0616/splits/mono/Mongolic/Tu/fold3/test.conllu,experiments_0616/models/mono/Mongolic/Tu/fold3/parser.pt,experiments_0616/predictions/mono/Mongolic/Tu/fold3/test_pred.conllu,131,100.00,55.73,42.75
mono,Mongolic,Tu,4,Tu,experiments_0616/splits/mono/Mongolic/Tu/fold4/train.conllu,experiments_0616/splits/mono/Mongolic/Tu/fold4/dev.conllu,experiments_0616/splits/mono/Mongolic/Tu/fold4/test.conllu,experiments_0616/models/mono/Mongolic/Tu/fold4/parser.pt,experiments_0616/predictions/mono/Mongolic/Tu/fold4/test_pred.conllu,111,100.00,66.67,52.25
mono,Tungusic,Even,0,Even,experiments_0616/splits/mono/Tungusic/Even/fold0/train.conllu,experiments_0616/splits/mono/Tungusic/Even/fold0/dev.conllu,experiments_0616/splits/mono/Tungusic/Even/fold0/test.conllu,experiments_0616/models/mono/Tungusic/Even/fold0/parser.pt,experiments_0616/predictions/mono/Tungusic/Even/fold0/test_pred.conllu,44,100.00,65.91,52.27
mono,Tungusic,Even,1,Even,experiments_0616/splits/mono/Tungusic/Even/fold1/train.conllu,experiments_0616/splits/mono/Tungusic/Even/fold1/dev.conllu,experiments_0616/splits/mono/Tungusic/Even/fold1/test.conllu,experiments_0616/models/mono/Tungusic/Even/fold1/parser.pt,experiments_0616/predictions/mono/Tungusic/Even/fold1/test_pred.conllu,77,100.00,33.77,27.27
mono,Tungusic,Even,2,Even,experiments_0616/splits/mono/Tungusic/Even/fold2/train.conllu,experiments_0616/splits/mono/Tungusic/Even/fold2/dev.conllu,experiments_0616/splits/mono/Tungusic/Even/fold2/test.conllu,experiments_0616/models/mono/Tungusic/Even/fold2/parser.pt,experiments_0616/predictions/mono/Tungusic/Even/fold2/test_pred.conllu,68,100.00,51.47,39.71
mono,Tungusic,Even,3,Even,experiments_0616/splits/mono/Tungusic/Even/fold3/train.conllu,experiments_0616/splits/mono/Tungusic/Even/fold3/dev.conllu,experiments_0616/splits/mono/Tungusic/Even/fold3/test.conllu,experiments_0616/models/mono/Tungusic/Even/fold3/parser.pt,experiments_0616/predictions/mono/Tungusic/Even/fold3/test_pred.conllu,62,100.00,33.87,20.97
mono,Tungusic,Even,4,Even,experiments_0616/splits/mono/Tungusic/Even/fold4/train.conllu,experiments_0616/splits/mono/Tungusic/Even/fold4/dev.conllu,experiments_0616/splits/mono/Tungusic/Even/fold4/test.conllu,experiments_0616/models/mono/Tungusic/Even/fold4/parser.pt,experiments_0616/predictions/mono/Tungusic/Even/fold4/test_pred.conllu,51,100.00,35.29,21.57
mono,Tungusic,Evenki,0,Evenki,experiments_0616/splits/mono/Tungusic/Evenki/fold0/train.conllu,experiments_0616/splits/mono/Tungusic/Evenki/fold0/dev.conllu,experiments_0616/splits/mono/Tungusic/Evenki/fold0/test.conllu,experiments_0616/models/mono/Tungusic/Evenki/fold0/parser.pt,experiments_0616/predictions/mono/Tungusic/Evenki/fold0/test_pred.conllu,50,100.00,60.00,48.00
mono,Tungusic,Evenki,1,Evenki,experiments_0616/splits/mono/Tungusic/Evenki/fold1/train.conllu,experiments_0616/splits/mono/Tungusic/Evenki/fold1/dev.conllu,experiments_0616/splits/mono/Tungusic/Evenki/fold1/test.conllu,experiments_0616/models/mono/Tungusic/Evenki/fold1/parser.pt,experiments_0616/predictions/mono/Tungusic/Evenki/fold1/test_pred.conllu,54,100.00,66.67,46.30
mono,Tungusic,Evenki,2,Evenki,experiments_0616/splits/mono/Tungusic/Evenki/fold2/train.conllu,experiments_0616/splits/mono/Tungusic/Evenki/fold2/dev.conllu,experiments_0616/splits/mono/Tungusic/Evenki/fold2/test.conllu,experiments_0616/models/mono/Tungusic/Evenki/fold2/parser.pt,experiments_0616/predictions/mono/Tungusic/Evenki/fold2/test_pred.conllu,47,100.00,76.60,61.70
mono,Tungusic,Evenki,3,Evenki,experiments_0616/splits/mono/Tungusic/Evenki/fold3/train.conllu,experiments_0616/splits/mono/Tungusic/Evenki/fold3/dev.conllu,experiments_0616/splits/mono/Tungusic/Evenki/fold3/test.conllu,experiments_0616/models/mono/Tungusic/Evenki/fold3/parser.pt,experiments_0616/predictions/mono/Tungusic/Evenki/fold3/test_pred.conllu,67,100.00,34.33,28.36
mono,Tungusic,Evenki,4,Evenki,experiments_0616/splits/mono/Tungusic/Evenki/fold4/train.conllu,experiments_0616/splits/mono/Tungusic/Evenki/fold4/dev.conllu,experiments_0616/splits/mono/Tungusic/Evenki/fold4/test.conllu,experiments_0616/models/mono/Tungusic/Evenki/fold4/parser.pt,experiments_0616/predictions/mono/Tungusic/Evenki/fold4/test_pred.conllu,43,100.00,90.70,69.77
mono,Tungusic,Manchu,0,Manchu,experiments_0616/splits/mono/Tungusic/Manchu/fold0/train.conllu,experiments_0616/splits/mono/Tungusic/Manchu/fold0/dev.conllu,experiments_0616/splits/mono/Tungusic/Manchu/fold0/test.conllu,experiments_0616/models/mono/Tungusic/Manchu/fold0/parser.pt,experiments_0616/predictions/mono/Tungusic/Manchu/fold0/test_pred.conllu,100,100.00,75.00,63.00
mono,Tungusic,Manchu,1,Manchu,experiments_0616/splits/mono/Tungusic/Manchu/fold1/train.conllu,experiments_0616/splits/mono/Tungusic/Manchu/fold1/dev.conllu,experiments_0616/splits/mono/Tungusic/Manchu/fold1/test.conllu,experiments_0616/models/mono/Tungusic/Manchu/fold1/parser.pt,experiments_0616/predictions/mono/Tungusic/Manchu/fold1/test_pred.conllu,96,100.00,61.46,45.83
mono,Tungusic,Manchu,2,Manchu,experiments_0616/splits/mono/Tungusic/Manchu/fold2/train.conllu,experiments_0616/splits/mono/Tungusic/Manchu/fold2/dev.conllu,experiments_0616/splits/mono/Tungusic/Manchu/fold2/test.conllu,experiments_0616/models/mono/Tungusic/Manchu/fold2/parser.pt,experiments_0616/predictions/mono/Tungusic/Manchu/fold2/test_pred.conllu,82,100.00,60.98,46.34
mono,Tungusic,Manchu,3,Manchu,experiments_0616/splits/mono/Tungusic/Manchu/fold3/train.conllu,experiments_0616/splits/mono/Tungusic/Manchu/fold3/dev.conllu,experiments_0616/splits/mono/Tungusic/Manchu/fold3/test.conllu,experiments_0616/models/mono/Tungusic/Manchu/fold3/parser.pt,experiments_0616/predictions/mono/Tungusic/Manchu/fold3/test_pred.conllu,86,100.00,72.09,50.00
mono,Tungusic,Manchu,4,Manchu,experiments_0616/splits/mono/Tungusic/Manchu/fold4/train.conllu,experiments_0616/splits/mono/Tungusic/Manchu/fold4/dev.conllu,experiments_0616/splits/mono/Tungusic/Manchu/fold4/test.conllu,experiments_0616/models/mono/Tungusic/Manchu/fold4/parser.pt,experiments_0616/predictions/mono/Tungusic/Manchu/fold4/test_pred.conllu,87,100.00,60.92,37.93
mono,Tungusic,Nanai,0,Nanai,experiments_0616/splits/mono/Tungusic/Nanai/fold0/train.conllu,experiments_0616/splits/mono/Tungusic/Nanai/fold0/dev.conllu,experiments_0616/splits/mono/Tungusic/Nanai/fold0/test.conllu,experiments_0616/models/mono/Tungusic/Nanai/fold0/parser.pt,experiments_0616/predictions/mono/Tungusic/Nanai/fold0/test_pred.conllu,174,100.00,45.40,30.46
mono,Tungusic,Nanai,1,Nanai,experiments_0616/splits/mono/Tungusic/Nanai/fold1/train.conllu,experiments_0616/splits/mono/Tungusic/Nanai/fold1/dev.conllu,experiments_0616/splits/mono/Tungusic/Nanai/fold1/test.conllu,experiments_0616/models/mono/Tungusic/Nanai/fold1/parser.pt,experiments_0616/predictions/mono/Tungusic/Nanai/fold1/test_pred.conllu,168,100.00,55.95,41.67
mono,Tungusic,Nanai,2,Nanai,experiments_0616/splits/mono/Tungusic/Nanai/fold2/train.conllu,experiments_0616/splits/mono/Tungusic/Nanai/fold2/dev.conllu,experiments_0616/splits/mono/Tungusic/Nanai/fold2/test.conllu,experiments_0616/models/mono/Tungusic/Nanai/fold2/parser.pt,experiments_0616/predictions/mono/Tungusic/Nanai/fold2/test_pred.conllu,165,100.00,50.30,35.15
mono,Tungusic,Nanai,3,Nanai,experiments_0616/splits/mono/Tungusic/Nanai/fold3/train.conllu,experiments_0616/splits/mono/Tungusic/Nanai/fold3/dev.conllu,experiments_0616/splits/mono/Tungusic/Nanai/fold3/test.conllu,experiments_0616/models/mono/Tungusic/Nanai/fold3/parser.pt,experiments_0616/predictions/mono/Tungusic/Nanai/fold3/test_pred.conllu,158,100.00,52.53,41.14
mono,Tungusic,Nanai,4,Nanai,experiments_0616/splits/mono/Tungusic/Nanai/fold4/train.conllu,experiments_0616/splits/mono/Tungusic/Nanai/fold4/dev.conllu,experiments_0616/splits/mono/Tungusic/Nanai/fold4/test.conllu,experiments_0616/models/mono/Tungusic/Nanai/fold4/parser.pt,experiments_0616/predictions/mono/Tungusic/Nanai/fold4/test_pred.conllu,157,100.00,49.68,35.03
mono,Tungusic,Negidal,0,Negidal,experiments_0616/splits/mono/Tungusic/Negidal/fold0/train.conllu,experiments_0616/splits/mono/Tungusic/Negidal/fold0/dev.conllu,experiments_0616/splits/mono/Tungusic/Negidal/fold0/test.conllu,experiments_0616/models/mono/Tungusic/Negidal/fold0/parser.pt,experiments_0616/predictions/mono/Tungusic/Negidal/fold0/test_pred.conllu,68,100.00,50.00,20.59
mono,Tungusic,Negidal,1,Negidal,experiments_0616/splits/mono/Tungusic/Negidal/fold1/train.conllu,experiments_0616/splits/mono/Tungusic/Negidal/fold1/dev.conllu,experiments_0616/splits/mono/Tungusic/Negidal/fold1/test.conllu,experiments_0616/models/mono/Tungusic/Negidal/fold1/parser.pt,experiments_0616/predictions/mono/Tungusic/Negidal/fold1/test_pred.conllu,59,100.00,61.02,38.98
mono,Tungusic,Negidal,2,Negidal,experiments_0616/splits/mono/Tungusic/Negidal/fold2/train.conllu,experiments_0616/splits/mono/Tungusic/Negidal/fold2/dev.conllu,experiments_0616/splits/mono/Tungusic/Negidal/fold2/test.conllu,experiments_0616/models/mono/Tungusic/Negidal/fold2/parser.pt,experiments_0616/predictions/mono/Tungusic/Negidal/fold2/test_pred.conllu,60,100.00,58.33,26.67
mono,Tungusic,Negidal,3,Negidal,experiments_0616/splits/mono/Tungusic/Negidal/fold3/train.conllu,experiments_0616/splits/mono/Tungusic/Negidal/fold3/dev.conllu,experiments_0616/splits/mono/Tungusic/Negidal/fold3/test.conllu,experiments_0616/models/mono/Tungusic/Negidal/fold3/parser.pt,experiments_0616/predictions/mono/Tungusic/Negidal/fold3/test_pred.conllu,46,100.00,63.04,36.96
mono,Tungusic,Negidal,4,Negidal,experiments_0616/splits/mono/Tungusic/Negidal/fold4/train.conllu,experiments_0616/splits/mono/Tungusic/Negidal/fold4/dev.conllu,experiments_0616/splits/mono/Tungusic/Negidal/fold4/test.conllu,experiments_0616/models/mono/Tungusic/Negidal/fold4/parser.pt,experiments_0616/predictions/mono/Tungusic/Negidal/fold4/test_pred.conllu,48,100.00,58.33,37.50
mono,Tungusic,Oroch,0,Oroch,experiments_0616/splits/mono/Tungusic/Oroch/fold0/train.conllu,experiments_0616/splits/mono/Tungusic/Oroch/fold0/dev.conllu,experiments_0616/splits/mono/Tungusic/Oroch/fold0/test.conllu,experiments_0616/models/mono/Tungusic/Oroch/fold0/parser.pt,experiments_0616/predictions/mono/Tungusic/Oroch/fold0/test_pred.conllu,71,100.00,88.73,74.65
mono,Tungusic,Oroch,1,Oroch,experiments_0616/splits/mono/Tungusic/Oroch/fold1/train.conllu,experiments_0616/splits/mono/Tungusic/Oroch/fold1/dev.conllu,experiments_0616/splits/mono/Tungusic/Oroch/fold1/test.conllu,experiments_0616/models/mono/Tungusic/Oroch/fold1/parser.pt,experiments_0616/predictions/mono/Tungusic/Oroch/fold1/test_pred.conllu,76,100.00,93.42,89.47
mono,Tungusic,Oroch,2,Oroch,experiments_0616/splits/mono/Tungusic/Oroch/fold2/train.conllu,experiments_0616/splits/mono/Tungusic/Oroch/fold2/dev.conllu,experiments_0616/splits/mono/Tungusic/Oroch/fold2/test.conllu,experiments_0616/models/mono/Tungusic/Oroch/fold2/parser.pt,experiments_0616/predictions/mono/Tungusic/Oroch/fold2/test_pred.conllu,65,100.00,95.38,89.23
mono,Tungusic,Oroch,3,Oroch,experiments_0616/splits/mono/Tungusic/Oroch/fold3/train.conllu,experiments_0616/splits/mono/Tungusic/Oroch/fold3/dev.conllu,experiments_0616/splits/mono/Tungusic/Oroch/fold3/test.conllu,experiments_0616/models/mono/Tungusic/Oroch/fold3/parser.pt,experiments_0616/predictions/mono/Tungusic/Oroch/fold3/test_pred.conllu,72,100.00,97.22,84.72
mono,Tungusic,Oroch,4,Oroch,experiments_0616/splits/mono/Tungusic/Oroch/fold4/train.conllu,experiments_0616/splits/mono/Tungusic/Oroch/fold4/dev.conllu,experiments_0616/splits/mono/Tungusic/Oroch/fold4/test.conllu,experiments_0616/models/mono/Tungusic/Oroch/fold4/parser.pt,experiments_0616/predictions/mono/Tungusic/Oroch/fold4/test_pred.conllu,61,100.00,80.33,72.13
mono,Tungusic,Udihe,0,Udihe,experiments_0616/splits/mono/Tungusic/Udihe/fold0/train.conllu,experiments_0616/splits/mono/Tungusic/Udihe/fold0/dev.conllu,experiments_0616/splits/mono/Tungusic/Udihe/fold0/test.conllu,experiments_0616/models/mono/Tungusic/Udihe/fold0/parser.pt,experiments_0616/predictions/mono/Tungusic/Udihe/fold0/test_pred.conllu,100,100.00,51.00,41.00
mono,Tungusic,Udihe,1,Udihe,experiments_0616/splits/mono/Tungusic/Udihe/fold1/train.conllu,experiments_0616/splits/mono/Tungusic/Udihe/fold1/dev.conllu,experiments_0616/splits/mono/Tungusic/Udihe/fold1/test.conllu,experiments_0616/models/mono/Tungusic/Udihe/fold1/parser.pt,experiments_0616/predictions/mono/Tungusic/Udihe/fold1/test_pred.conllu,104,100.00,51.92,37.50
mono,Tungusic,Udihe,2,Udihe,experiments_0616/splits/mono/Tungusic/Udihe/fold2/train.conllu,experiments_0616/splits/mono/Tungusic/Udihe/fold2/dev.conllu,experiments_0616/splits/mono/Tungusic/Udihe/fold2/test.conllu,experiments_0616/models/mono/Tungusic/Udihe/fold2/parser.pt,experiments_0616/predictions/mono/Tungusic/Udihe/fold2/test_pred.conllu,90,100.00,65.56,50.00
mono,Tungusic,Udihe,3,Udihe,experiments_0616/splits/mono/Tungusic/Udihe/fold3/train.conllu,experiments_0616/splits/mono/Tungusic/Udihe/fold3/dev.conllu,experiments_0616/splits/mono/Tungusic/Udihe/fold3/test.conllu,experiments_0616/models/mono/Tungusic/Udihe/fold3/parser.pt,experiments_0616/predictions/mono/Tungusic/Udihe/fold3/test_pred.conllu,105,100.00,60.95,43.81
mono,Tungusic,Udihe,4,Udihe,experiments_0616/splits/mono/Tungusic/Udihe/fold4/train.conllu,experiments_0616/splits/mono/Tungusic/Udihe/fold4/dev.conllu,experiments_0616/splits/mono/Tungusic/Udihe/fold4/test.conllu,experiments_0616/models/mono/Tungusic/Udihe/fold4/parser.pt,experiments_0616/predictions/mono/Tungusic/Udihe/fold4/test_pred.conllu,105,100.00,73.33,48.57
mono,Tungusic,Ulch,0,Ulch,experiments_0616/splits/mono/Tungusic/Ulch/fold0/train.conllu,experiments_0616/splits/mono/Tungusic/Ulch/fold0/dev.conllu,experiments_0616/splits/mono/Tungusic/Ulch/fold0/test.conllu,experiments_0616/models/mono/Tungusic/Ulch/fold0/parser.pt,experiments_0616/predictions/mono/Tungusic/Ulch/fold0/test_pred.conllu,46,100.00,84.78,67.39
mono,Tungusic,Ulch,1,Ulch,experiments_0616/splits/mono/Tungusic/Ulch/fold1/train.conllu,experiments_0616/splits/mono/Tungusic/Ulch/fold1/dev.conllu,experiments_0616/splits/mono/Tungusic/Ulch/fold1/test.conllu,experiments_0616/models/mono/Tungusic/Ulch/fold1/parser.pt,experiments_0616/predictions/mono/Tungusic/Ulch/fold1/test_pred.conllu,33,100.00,100.00,90.91
mono,Tungusic,Ulch,2,Ulch,experiments_0616/splits/mono/Tungusic/Ulch/fold2/train.conllu,experiments_0616/splits/mono/Tungusic/Ulch/fold2/dev.conllu,experiments_0616/splits/mono/Tungusic/Ulch/fold2/test.conllu,experiments_0616/models/mono/Tungusic/Ulch/fold2/parser.pt,experiments_0616/predictions/mono/Tungusic/Ulch/fold2/test_pred.conllu,62,100.00,88.71,79.03
mono,Tungusic,Ulch,3,Ulch,experiments_0616/splits/mono/Tungusic/Ulch/fold3/train.conllu,experiments_0616/splits/mono/Tungusic/Ulch/fold3/dev.conllu,experiments_0616/splits/mono/Tungusic/Ulch/fold3/test.conllu,experiments_0616/models/mono/Tungusic/Ulch/fold3/parser.pt,experiments_0616/predictions/mono/Tungusic/Ulch/fold3/test_pred.conllu,42,100.00,95.24,83.33
mono,Tungusic,Ulch,4,Ulch,experiments_0616/splits/mono/Tungusic/Ulch/fold4/train.conllu,experiments_0616/splits/mono/Tungusic/Ulch/fold4/dev.conllu,experiments_0616/splits/mono/Tungusic/Ulch/fold4/test.conllu,experiments_0616/models/mono/Tungusic/Ulch/fold4/parser.pt,experiments_0616/predictions/mono/Tungusic/Ulch/fold4/test_pred.conllu,48,100.00,85.42,70.83
