experiment,family,language,fold,source,train_file,dev_file,test_file,model_file,prediction_file,tokens,upos
joint,Mongolic,Daur,0,Mongolic_joint,experiments_0616/splits/joint/Mongolic/fold0/train.conllu,experiments_0616/splits/joint/Mongolic/fold0/dev.conllu,experiments_0616/splits/mono/Mongolic/Daur/fold0/test.conllu,experiments_0616/models_upos/joint/Mongolic/fold0/tagger.pt,experiments_0616/predictions_upos/joint/Mongolic/Daur/fold0/test_pred.conllu,139,72.66
joint,Mongolic,Kalmyk,0,Mongolic_joint,experiments_0616/splits/joint/Mongolic/fold0/train.conllu,experiments_0616/splits/joint/Mongolic/fold0/dev.conllu,experiments_0616/splits/mono/Mongolic/Kalmyk/fold0/test.conllu,experiments_0616/models_upos/joint/Mongolic/fold0/tagger.pt,experiments_0616/predictions_upos/joint/Mongolic/Kalmyk/fold0/test_pred.conllu,110,74.55
joint,Mongolic,Khalkha,0,Mongolic_joint,experiments_0616/splits/joint/Mongolic/fold0/train.conllu,experiments_0616/splits/joint/Mongolic/fold0/dev.conllu,experiments_0616/splits/mono/Mongolic/Khalkha/fold0/test.conllu,experiments_0616/models_upos/joint/Mongolic/fold0/tagger.pt,experiments_0616/predictions_upos/joint/Mongolic/Khalkha/fold0/test_pred.conllu,94,79.79
joint,Mongolic,Ordos,0,Mongolic_joint,experiments_0616/splits/joint/Mongolic/fold0/train.conllu,experiments_0616/splits/joint/Mongolic/fold0/dev.conllu,experiments_0616/splits/mono/Mongolic/Ordos/fold0/test.conllu,experiments_0616/models_upos/joint/Mongolic/fold0/tagger.pt,experiments_0616/predictions_upos/joint/Mongolic/Ordos/fold0/test_pred.conllu,59,55.93
joint,Mongolic,Tu,0,Mongolic_joint,experiments_0616/splits/joint/Mongolic/fold0/train.conllu,experiments_0616/splits/joint/Mongolic/fold0/dev.conllu,experiments_0616/splits/mono/Mongolic/Tu/fold0/test.conllu,experiments_0616/models_upos/joint/Mongolic/fold0/tagger.pt,experiments_0616/predictions_upos/joint/Mongolic/Tu/fold0/test_pred.conllu,117,78.63
joint,Mongolic,Daur,1,Mongolic_joint,experiments_0616/splits/joint/Mongolic/fold1/train.conllu,experiments_0616/splits/joint/Mongolic/fold1/dev.conllu,experiments_0616/splits/mono/Mongolic/Daur/fold1/test.conllu,experiments_0616/models_upos/joint/Mongolic/fold1/tagger.pt,experiments_0616/predictions_upos/joint/Mongolic/Daur/fold1/test_pred.conllu,136,70.59
joint,Mongolic,Kalmyk,1,Mongolic_joint,experiments_0616/splits/joint/Mongolic/fold1/train.conllu,experiments_0616/splits/joint/Mongolic/fold1/dev.conllu,experiments_0616/splits/mono/Mongolic/Kalmyk/fold1/test.conllu,experiments_0616/models_upos/joint/Mongolic/fold1/tagger.pt,experiments_0616/predictions_upos/joint/Mongolic/Kalmyk/fold1/test_pred.conllu,90,78.89
joint,Mongolic,Khalkha,1,Mongolic_joint,experiments_0616/splits/joint/Mongolic/fold1/train.conllu,experiments_0616/splits/joint/Mongolic/fold1/dev.conllu,experiments_0616/splits/mono/Mongolic/Khalkha/fold1/test.conllu,experiments_0616/models_upos/joint/Mongolic/fold1/tagger.pt,experiments_0616/predictions_upos/joint/Mongolic/Khalkha/fold1/test_pred.conllu,106,73.58
joint,Mongolic,Ordos,1,Mongolic_joint,experiments_0616/splits/joint/Mongolic/fold1/train.conllu,experiments_0616/splits/joint/Mongolic/fold1/dev.conllu,experiments_0616/splits/mono/Mongolic/Ordos/fold1/test.conllu,experiments_0616/models_upos/joint/Mongolic/fold1/tagger.pt,experiments_0616/predictions_upos/joint/Mongolic/Ordos/fold1/test_pred.conllu,55,69.09
joint,Mongolic,Tu,1,Mongolic_joint,experiments_0616/splits/joint/Mongolic/fold1/train.conllu,experiments_0616/splits/joint/Mongolic/fold1/dev.conllu,experiments_0616/splits/mono/Mongolic/Tu/fold1/test.conllu,experiments_0616/models_upos/joint/Mongolic/fold1/tagger.pt,experiments_0616/predictions_upos/joint/Mongolic/Tu/fold1/test_pred.conllu,108,71.30
joint,Mongolic,Daur,2,Mongolic_joint,experiments_0616/splits/joint/Mongolic/fold2/train.conllu,experiments_0616/splits/joint/Mongolic/fold2/dev.conllu,experiments_0616/splits/mono/Mongolic/Daur/fold2/test.conllu,experiments_0616/models_upos/joint/Mongolic/fold2/tagger.pt,experiments_0616/predictions_upos/joint/Mongolic/Daur/fold2/test_pred.conllu,118,75.42
joint,Mongolic,Kalmyk,2,Mongolic_joint,experiments_0616/splits/joint/Mongolic/fold2/train.conllu,experiments_0616/splits/joint/Mongolic/fold2/dev.conllu,experiments_0616/splits/mono/Mongolic/Kalmyk/fold2/test.conllu,experiments_0616/models_upos/joint/Mongolic/fold2/tagger.pt,experiments_0616/predictions_upos/joint/Mongolic/Kalmyk/fold2/test_pred.conllu,92,77.17
joint,Mongolic,Khalkha,2,Mongolic_joint,experiments_0616/splits/joint/Mongolic/fold2/train.conllu,experiments_0616/splits/joint/Mongolic/fold2/dev.conllu,experiments_0616/splits/mono/Mongolic/Khalkha/fold2/test.conllu,experiments_0616/models_upos/joint/Mongolic/fold2/tagger.pt,experiments_0616/predictions_upos/joint/Mongolic/Khalkha/fold2/test_pred.conllu,97,75.26
joint,Mongolic,Ordos,2,Mongolic_joint,experiments_0616/splits/joint/Mongolic/fold2/train.conllu,experiments_0616/splits/joint/Mongolic/fold2/dev.conllu,experiments_0616/splits/mono/Mongolic/Ordos/fold2/test.conllu,experiments_0616/models_upos/joint/Mongolic/fold2/tagger.pt,experiments_0616/predictions_upos/joint/Mongolic/Ordos/fold2/test_pred.conllu,64,57.81
joint,Mongolic,Tu,2,Mongolic_joint,experiments_0616/splits/joint/Mongolic/fold2/train.conllu,experiments_0616/splits/joint/Mongolic/fold2/dev.conllu,experiments_0616/splits/mono/Mongolic/Tu/fold2/test.conllu,experiments_0616/models_upos/joint/Mongolic/fold2/tagger.pt,experiments_0616/predictions_upos/joint/Mongolic/Tu/fold2/test_pred.conllu,136,71.32
joint,Mongolic,Daur,3,Mongolic_joint,experiments_0616/splits/joint/Mongolic/fold3/train.conllu,experiments_0616/splits/joint/Mongolic/fold3/dev.conllu,experiments_0616/splits/mono/Mongolic/Daur/fold3/test.conllu,experiments_0616/models_upos/joint/Mongolic/fold3/tagger.pt,experiments_0616/predictions_upos/joint/Mongolic/Daur/fold3/test_pred.conllu,136,74.26
joint,Mongolic,Kalmyk,3,Mongolic_joint,experiments_0616/splits/joint/Mongolic/fold3/train.conllu,experiments_0616/splits/joint/Mongolic/fold3/dev.conllu,experiments_0616/splits/mono/Mongolic/Kalmyk/fold3/test.conllu,experiments_0616/models_upos/joint/Mongolic/fold3/tagger.pt,experiments_0616/predictions_upos/joint/Mongolic/Kalmyk/fold3/test_pred.conllu,88,78.41
joint,Mongolic,Khalkha,3,Mongolic_joint,experiments_0616/splits/joint/Mongolic/fold3/train.conllu,experiments_0616/splits/joint/Mongolic/fold3/dev.conllu,experiments_0616/splits/mono/Mongolic/Khalkha/fold3/test.conllu,experiments_0616/models_upos/joint/Mongolic/fold3/tagger.pt,experiments_0616/predictions_upos/joint/Mongolic/Khalkha/fold3/test_pred.conllu,81,69.14
joint,Mongolic,Ordos,3,Mongolic_joint,experiments_0616/splits/joint/Mongolic/fold3/train.conllu,experiments_0616/splits/joint/Mongolic/fold3/dev.conllu,experiments_0616/splits/mono/Mongolic/Ordos/fold3/test.conllu,experiments_0616/models_upos/joint/Mongolic/fold3/tagger.pt,experiments_0616/predictions_upos/joint/Mongolic/Ordos/fold3/test_pred.conllu,65,72.31
joint,Mongolic,Tu,3,Mongolic_joint,experiments_0616/splits/joint/Mongolic/fold3/train.conllu,experiments_0616/splits/joint/Mongolic/fold3/dev.conllu,experiments_0616/splits/mono/Mongolic/Tu/fold3/test.conllu,experiments_0616/models_upos/joint/Mongolic/fold3/tagger.pt,experiments_0616/predictions_upos/joint/Mongolic/Tu/fold3/test_pred.conllu,131,74.81
joint,Mongolic,Daur,4,Mongolic_joint,experiments_0616/splits/joint/Mongolic/fold4/train.conllu,experiments_0616/splits/joint/Mongolic/fold4/dev.conllu,experiments_0616/splits/mono/Mongolic/Daur/fold4/test.conllu,experiments_0616/models_upos/joint/Mongolic/fold4/tagger.pt,experiments_0616/predictions_upos/joint/Mongolic/Daur/fold4/test_pred.conllu,133,69.92
joint,Mongolic,Kalmyk,4,Mongolic_joint,experiments_0616/splits/joint/Mongolic/fold4/train.conllu,experiments_0616/splits/joint/Mongolic/fold4/dev.conllu,experiments_0616/splits/mono/Mongolic/Kalmyk/fold4/test.conllu,experiments_0616/models_upos/joint/Mongolic/fold4/tagger.pt,experiments_0616/predictions_upos/joint/Mongolic/Kalmyk/fold4/test_pred.conllu,103,68.93
joint,Mongolic,Khalkha,4,Mongolic_joint,experiments_0616/splits/joint/Mongolic/fold4/train.conllu,experiments_0616/splits/joint/Mongolic/fold4/dev.conllu,experiments_0616/splits/mono/Mongolic/Khalkha/fold4/test.conllu,experiments_0616/models_upos/joint/Mongolic/fold4/tagger.pt,experiments_0616/predictions_upos/joint/Mongolic/Khalkha/fold4/test_pred.conllu,94,85.11
joint,Mongolic,Ordos,4,Mongolic_joint,experiments_0616/splits/joint/Mongolic/fold4/train.conllu,experiments_0616/splits/joint/Mongolic/fold4/dev.conllu,experiments_0616/splits/mono/Mongolic/Ordos/fold4/test.conllu,experiments_0616/models_upos/joint/Mongolic/fold4/tagger.pt,experiments_0616/predictions_upos/joint/Mongolic/Ordos/fold4/test_pred.conllu,54,66.67
joint,Mongolic,Tu,4,Mongolic_joint,experiments_0616/splits/joint/Mongolic/fold4/train.conllu,experiments_0616/splits/joint/Mongolic/fold4/dev.conllu,experiments_0616/splits/mono/Mongolic/Tu/fold4/test.conllu,experiments_0616/models_upos/joint/Mongolic/fold4/tagger.pt,experiments_0616/predictions_upos/joint/Mongolic/Tu/fold4/test_pred.conllu,111,70.27
joint,Tungusic,Even,0,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold0/train.conllu,experiments_0616/splits/joint/Tungusic/fold0/dev.conllu,experiments_0616/splits/mono/Tungusic/Even/fold0/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold0/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Even/fold0/test_pred.conllu,44,68.18
joint,Tungusic,Evenki,0,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold0/train.conllu,experiments_0616/splits/joint/Tungusic/fold0/dev.conllu,experiments_0616/splits/mono/Tungusic/Evenki/fold0/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold0/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Evenki/fold0/test_pred.conllu,50,72.00
joint,Tungusic,Manchu,0,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold0/train.conllu,experiments_0616/splits/joint/Tungusic/fold0/dev.conllu,experiments_0616/splits/mono/Tungusic/Manchu/fold0/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold0/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Manchu/fold0/test_pred.conllu,100,80.00
joint,Tungusic,Nanai,0,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold0/train.conllu,experiments_0616/splits/joint/Tungusic/fold0/dev.conllu,experiments_0616/splits/mono/Tungusic/Nanai/fold0/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold0/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Nanai/fold0/test_pred.conllu,174,70.69
joint,Tungusic,Negidal,0,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold0/train.conllu,experiments_0616/splits/joint/Tungusic/fold0/dev.conllu,experiments_0616/splits/mono/Tungusic/Negidal/fold0/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold0/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Negidal/fold0/test_pred.conllu,68,61.76
joint,Tungusic,Oroch,0,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold0/train.conllu,experiments_0616/splits/joint/Tungusic/fold0/dev.conllu,experiments_0616/splits/mono/Tungusic/Oroch/fold0/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold0/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Oroch/fold0/test_pred.conllu,71,90.14
joint,Tungusic,Udihe,0,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold0/train.conllu,experiments_0616/splits/joint/Tungusic/fold0/dev.conllu,experiments_0616/splits/mono/Tungusic/Udihe/fold0/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold0/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Udihe/fold0/test_pred.conllu,100,66.00
joint,Tungusic,Ulch,0,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold0/train.conllu,experiments_0616/splits/joint/Tungusic/fold0/dev.conllu,experiments_0616/splits/mono/Tungusic/Ulch/fold0/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold0/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Ulch/fold0/test_pred.conllu,46,71.74
joint,Tungusic,Even,1,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold1/train.conllu,experiments_0616/splits/joint/Tungusic/fold1/dev.conllu,experiments_0616/splits/mono/Tungusic/Even/fold1/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold1/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Even/fold1/test_pred.conllu,77,59.74
joint,Tungusic,Evenki,1,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold1/train.conllu,experiments_0616/splits/joint/Tungusic/fold1/dev.conllu,experiments_0616/splits/mono/Tungusic/Evenki/fold1/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold1/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Evenki/fold1/test_pred.conllu,54,70.37
joint,Tungusic,Manchu,1,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold1/train.conllu,experiments_0616/splits/joint/Tungusic/fold1/dev.conllu,experiments_0616/splits/mono/Tungusic/Manchu/fold1/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold1/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Manchu/fold1/test_pred.conllu,96,64.58
joint,Tungusic,Nanai,1,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold1/train.conllu,experiments_0616/splits/joint/Tungusic/fold1/dev.conllu,experiments_0616/splits/mono/Tungusic/Nanai/fold1/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold1/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Nanai/fold1/test_pred.conllu,168,73.81
joint,Tungusic,Negidal,1,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold1/train.conllu,experiments_0616/splits/joint/Tungusic/fold1/dev.conllu,experiments_0616/splits/mono/Tungusic/Negidal/fold1/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold1/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Negidal/fold1/test_pred.conllu,59,57.63
joint,Tungusic,Oroch,1,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold1/train.conllu,experiments_0616/splits/joint/Tungusic/fold1/dev.conllu,experiments_0616/splits/mono/Tungusic/Oroch/fold1/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold1/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Oroch/fold1/test_pred.conllu,76,89.47
joint,Tungusic,Udihe,1,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold1/train.conllu,experiments_0616/splits/joint/Tungusic/fold1/dev.conllu,experiments_0616/splits/mono/Tungusic/Udihe/fold1/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold1/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Udihe/fold1/test_pred.conllu,104,67.31
joint,Tungusic,Ulch,1,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold1/train.conllu,experiments_0616/splits/joint/Tungusic/fold1/dev.conllu,experiments_0616/splits/mono/Tungusic/Ulch/fold1/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold1/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Ulch/fold1/test_pred.conllu,33,66.67
joint,Tungusic,Even,2,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold2/train.conllu,experiments_0616/splits/joint/Tungusic/fold2/dev.conllu,experiments_0616/splits/mono/Tungusic/Even/fold2/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold2/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Even/fold2/test_pred.conllu,68,54.41
joint,Tungusic,Evenki,2,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold2/train.conllu,experiments_0616/splits/joint/Tungusic/fold2/dev.conllu,experiments_0616/splits/mono/Tungusic/Evenki/fold2/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold2/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Evenki/fold2/test_pred.conllu,47,61.70
joint,Tungusic,Manchu,2,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold2/train.conllu,experiments_0616/splits/joint/Tungusic/fold2/dev.conllu,experiments_0616/splits/mono/Tungusic/Manchu/fold2/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold2/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Manchu/fold2/test_pred.conllu,82,70.73
joint,Tungusic,Nanai,2,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold2/train.conllu,experiments_0616/splits/joint/Tungusic/fold2/dev.conllu,experiments_0616/splits/mono/Tungusic/Nanai/fold2/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold2/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Nanai/fold2/test_pred.conllu,165,71.52
joint,Tungusic,Negidal,2,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold2/train.conllu,experiments_0616/splits/joint/Tungusic/fold2/dev.conllu,experiments_0616/splits/mono/Tungusic/Negidal/fold2/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold2/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Negidal/fold2/test_pred.conllu,60,60.00
joint,Tungusic,Oroch,2,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold2/train.conllu,experiments_0616/splits/joint/Tungusic/fold2/dev.conllu,experiments_0616/splits/mono/Tungusic/Oroch/fold2/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold2/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Oroch/fold2/test_pred.conllu,65,86.15
joint,Tungusic,Udihe,2,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold2/train.conllu,experiments_0616/splits/joint/Tungusic/fold2/dev.conllu,experiments_0616/splits/mono/Tungusic/Udihe/fold2/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold2/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Udihe/fold2/test_pred.conllu,90,63.33
joint,Tungusic,Ulch,2,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold2/train.conllu,experiments_0616/splits/joint/Tungusic/fold2/dev.conllu,experiments_0616/splits/mono/Tungusic/Ulch/fold2/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold2/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Ulch/fold2/test_pred.conllu,62,62.90
joint,Tungusic,Even,3,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold3/train.conllu,experiments_0616/splits/joint/Tungusic/fold3/dev.conllu,experiments_0616/splits/mono/Tungusic/Even/fold3/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold3/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Even/fold3/test_pred.conllu,62,50.00
joint,Tungusic,Evenki,3,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold3/train.conllu,experiments_0616/splits/joint/Tungusic/fold3/dev.conllu,experiments_0616/splits/mono/Tungusic/Evenki/fold3/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold3/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Evenki/fold3/test_pred.conllu,67,68.66
joint,Tungusic,Manchu,3,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold3/train.conllu,experiments_0616/splits/joint/Tungusic/fold3/dev.conllu,experiments_0616/splits/mono/Tungusic/Manchu/fold3/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold3/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Manchu/fold3/test_pred.conllu,86,72.09
joint,Tungusic,Nanai,3,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold3/train.conllu,experiments_0616/splits/joint/Tungusic/fold3/dev.conllu,experiments_0616/splits/mono/Tungusic/Nanai/fold3/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold3/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Nanai/fold3/test_pred.conllu,158,75.32
joint,Tungusic,Negidal,3,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold3/train.conllu,experiments_0616/splits/joint/Tungusic/fold3/dev.conllu,experiments_0616/splits/mono/Tungusic/Negidal/fold3/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold3/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Negidal/fold3/test_pred.conllu,46,45.65
joint,Tungusic,Oroch,3,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold3/train.conllu,experiments_0616/splits/joint/Tungusic/fold3/dev.conllu,experiments_0616/splits/mono/Tungusic/Oroch/fold3/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold3/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Oroch/fold3/test_pred.conllu,72,86.11
joint,Tungusic,Udihe,3,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold3/train.conllu,experiments_0616/splits/joint/Tungusic/fold3/dev.conllu,experiments_0616/splits/mono/Tungusic/Udihe/fold3/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold3/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Udihe/fold3/test_pred.conllu,105,63.81
joint,Tungusic,Ulch,3,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold3/train.conllu,experiments_0616/splits/joint/Tungusic/fold3/dev.conllu,experiments_0616/splits/mono/Tungusic/Ulch/fold3/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold3/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Ulch/fold3/test_pred.conllu,42,80.95
joint,Tungusic,Even,4,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold4/train.conllu,experiments_0616/splits/joint/Tungusic/fold4/dev.conllu,experiments_0616/splits/mono/Tungusic/Even/fold4/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold4/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Even/fold4/test_pred.conllu,51,39.22
joint,Tungusic,Evenki,4,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold4/train.conllu,experiments_0616/splits/joint/Tungusic/fold4/dev.conllu,experiments_0616/splits/mono/Tungusic/Evenki/fold4/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold4/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Evenki/fold4/test_pred.conllu,43,72.09
joint,Tungusic,Manchu,4,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold4/train.conllu,experiments_0616/splits/joint/Tungusic/fold4/dev.conllu,experiments_0616/splits/mono/Tungusic/Manchu/fold4/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold4/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Manchu/fold4/test_pred.conllu,87,70.11
joint,Tungusic,Nanai,4,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold4/train.conllu,experiments_0616/splits/joint/Tungusic/fold4/dev.conllu,experiments_0616/splits/mono/Tungusic/Nanai/fold4/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold4/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Nanai/fold4/test_pred.conllu,157,73.25
joint,Tungusic,Negidal,4,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold4/train.conllu,experiments_0616/splits/joint/Tungusic/fold4/dev.conllu,experiments_0616/splits/mono/Tungusic/Negidal/fold4/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold4/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Negidal/fold4/test_pred.conllu,48,66.67
joint,Tungusic,Oroch,4,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold4/train.conllu,experiments_0616/splits/joint/Tungusic/fold4/dev.conllu,experiments_0616/splits/mono/Tungusic/Oroch/fold4/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold4/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Oroch/fold4/test_pred.conllu,61,83.61
joint,Tungusic,Udihe,4,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold4/train.conllu,experiments_0616/splits/joint/Tungusic/fold4/dev.conllu,experiments_0616/splits/mono/Tungusic/Udihe/fold4/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold4/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Udihe/fold4/test_pred.conllu,105,72.38
joint,Tungusic,Ulch,4,Tungusic_joint,experiments_0616/splits/joint/Tungusic/fold4/train.conllu,experiments_0616/splits/joint/Tungusic/fold4/dev.conllu,experiments_0616/splits/mono/Tungusic/Ulch/fold4/test.conllu,experiments_0616/models_upos/joint/Tungusic/fold4/tagger.pt,experiments_0616/predictions_upos/joint/Tungusic/Ulch/fold4/test_pred.conllu,48,75.00
